Stop,Route,Day,Direction,Time
IC - Garden Apartments,11,Monday - Wednesday,Inbound,1:10PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,1:40PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,2:10PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,2:40PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,3:10PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,3:40PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,4:10PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,4:40PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,5:10PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,5:40PM
IC - Garden Apartments,11,Monday - Wednesday,Inbound,6:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,9:40AM
IC - East Entrance,11,Monday - Wednesday,Inbound,10:10AM
IC - East Entrance,11,Monday - Wednesday,Inbound,10:40AM
IC - East Entrance,11,Monday - Wednesday,Inbound,11:10AM
IC - East Entrance,11,Monday - Wednesday,Inbound,11:40AM
IC - East Entrance,11,Monday - Wednesday,Inbound,12:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,12:40PM
IC - East Entrance,11,Monday - Wednesday,Inbound,1:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,1:40PM
IC - East Entrance,11,Monday - Wednesday,Inbound,2:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,2:40PM
IC - East Entrance,11,Monday - Wednesday,Inbound,3:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,3:40PM
IC - East Entrance,11,Monday - Wednesday,Inbound,4:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,4:40PM
IC - East Entrance,11,Monday - Wednesday,Inbound,5:10PM
IC - East Entrance,11,Monday - Wednesday,Inbound,5:40PM
IC - East Entrance,11,Monday - Wednesday,Inbound,6:10PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,9:36AM
IC - Terrace 2,11,Monday - Wednesday,Inbound,10:06AM
IC - Terrace 2,11,Monday - Wednesday,Inbound,10:36AM
IC - Terrace 2,11,Monday - Wednesday,Inbound,11:06AM
IC - Terrace 2,11,Monday - Wednesday,Inbound,11:36AM
IC - Terrace 2,11,Monday - Wednesday,Inbound,12:06PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,12:36PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,1:06PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,1:36PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,2:36PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,3:36PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,4:36PM
IC - Terrace 2,11,Monday - Wednesday,Inbound,5:36PM
Cascadilla @ Third,13,Monday - Friday,Outbound,8:02AM
Cascadilla @ Third,13,Monday - Friday,Outbound,8:36AM
Cascadilla @ Third,13,Monday - Friday,Outbound,9:02AM
Cascadilla @ Third,13,Monday - Friday,Outbound,10:02AM
Cascadilla @ Third,13,Monday - Friday,Outbound,11:02AM
Cascadilla @ Third,13,Monday - Friday,Outbound,12:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,1:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,2:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,3:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,4:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,5:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,6:02PM
Cascadilla @ Third,13,Monday - Friday,Outbound,7:02PM
Cayuga @ Lewis,17,Weekdays,Outbound,2:26AM
Cayuga @ Lewis,17,Weekdays,Inbound,5:18AM
Cayuga @ Lewis,17,Weekdays,Inbound,5:28AM
Cayuga @ Lewis,17,Weekdays,Inbound,5:43AM
Cayuga @ Lewis,17,Weekdays,Inbound,5:50AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:05AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:06AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:08AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:13AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:18AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:20AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:23AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:25AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:26AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:30AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:35AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:43AM
Cayuga @ Lewis,36, Monday-Friday AM,Outbound,6:45AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:45AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:50AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:54AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:55AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:57AM
Cayuga @ Lewis,17,Weekdays,Inbound,6:58AM
Cayuga @ Lewis,17,Weekdays,Inbound,7:00AM
Cayuga @ Lewis,17,Weekdays,Inbound,7:08AM
Cayuga @ Lewis,17,Weekdays,Inbound,7:09AM
Cayuga @ Lewis,36, Monday-Friday AM,Outbound,7:10AM
Cayuga @ Lewis,17,Weekdays,Inbound,7:20AM
Cayuga @ Lewis,17,Weekdays,Inbound,7:28AM
Cayuga @ Lewis,13,Monday - Friday,Inbound,8:43AM
Cayuga @ Lewis,17,Weekdays,Outbound,8:55AM
Cayuga @ Lewis,17,Weekdays,Outbound,9:00AM
Cayuga @ Lewis,17,Weekdays,Outbound,9:04AM
Cayuga @ Lewis,17,Weekdays,Outbound,9:05AM
Cayuga @ Lewis,13,Monday - Friday,Inbound,9:39AM
Cayuga @ Lewis,17,Weekdays,Outbound,9:43AM
Cayuga @ Lewis,17,Weekdays,Outbound,9:57AM
Cayuga @ Lewis,17,Weekdays,Outbound,9:59AM
Cayuga @ Lewis,17,Weekdays,Outbound,10:01AM
Cayuga @ Lewis,17,Weekdays,Outbound,10:11AM
Cayuga @ Lewis,17,Weekdays,Outbound,10:14AM
Cayuga @ Lewis,17,Weekdays,Outbound,10:18AM
Cayuga @ Lewis,13,Monday - Friday,Inbound,10:39AM
Cayuga @ Lewis,17,Weekdays,Outbound,11:01AM
Cayuga @ Lewis,17,Weekdays,Inbound,11:12AM
Cayuga @ Lewis,17,Weekdays,Outbound,11:13AM
Cayuga @ Lewis,17,Weekdays,Inbound,11:18AM
Cayuga @ Lewis,17,Weekdays,Inbound,11:25AM
Cayuga @ Lewis,17,Weekdays,Outbound,11:27AM
Cayuga @ Lewis,17,Weekdays,Outbound,11:34AM
Cayuga @ Lewis,13,Monday - Friday,Inbound,11:39AM
Cayuga @ Lewis,17,Weekdays,Inbound,11:48AM
Cayuga @ Lewis,17,Weekdays,Inbound,11:55AM
Cayuga @ Lewis,17,Weekdays,Outbound,11:57AM
Cayuga @ Lewis,13,Monday - Friday,Inbound,12:39PM
Cayuga @ Lewis,17,Weekdays,Inbound,12:50PM
Cayuga @ Lewis,17,Weekdays,Outbound,12:52PM
Cayuga @ Lewis,17,Weekdays,Inbound,1:08PM
Cayuga @ Lewis,17,Weekdays,Outbound,1:34PM
Cayuga @ Lewis,13,Monday - Friday,Inbound,1:39PM
Cayuga @ Lewis,17,Weekdays,Inbound,1:55PM
Cayuga @ Lewis,17,Weekdays,Outbound,2:01PM
Cayuga @ Lewis,17,Weekdays,Inbound,2:08PM
Cayuga @ Lewis,17,Weekdays,Outbound,2:10PM
Cayuga @ Lewis,13,Monday - Friday,Inbound,2:39PM
Cayuga @ Lewis,17,Weekdays,Inbound,2:43PM
Cayuga @ Lewis,17,Weekdays,Inbound,2:50PM
Cayuga @ Lewis,17,Weekdays,Inbound,2:55PM
Cayuga @ Lewis,17,Weekdays,Inbound,2:58PM
Cayuga @ Lewis,17,Weekdays,Inbound,3:10PM
Cayuga @ Lewis,13,Monday - Friday,Inbound,3:39PM
Cayuga @ Lewis,17,Weekdays,Outbound,3:50PM
Cayuga @ Lewis,17,Weekdays,Inbound,4:15PM
Cayuga @ Lewis,17,Weekdays,Inbound,4:20PM
Cayuga @ Lewis,17,Weekdays,Inbound,4:25PM
Cayuga @ Lewis,17,Weekdays,Inbound,4:30PM
Cayuga @ Lewis,17,Weekdays,Inbound,4:35PM
Cayuga @ Lewis,17,Weekdays,Inbound,4:36PM
Cayuga @ Lewis,13,Monday - Friday,Inbound,4:39PM
Cayuga @ Lewis,36,Monday-Thursday PM,Inbound,5:15PM
Cayuga @ Lewis,13,Monday - Friday,Inbound,5:39PM
Cayuga @ Lewis,36,Monday-Thursday PM,Inbound,5:45PM
Cayuga @ Lewis,17,Weekdays,Outbound,5:55PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:13PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:19PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:23PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:27PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:29PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:31PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:35PM
Cayuga @ Lewis,13,Monday - Friday,Inbound,6:39PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:52PM
Cayuga @ Lewis,17,Weekdays,Outbound,6:56PM
Cayuga @ Lewis,17,Weekdays,Outbound,7:28PM
Cayuga @ Lewis,17,Weekdays,Outbound,7:31PM
Cayuga @ Lewis,17,Weekdays,Outbound,7:38PM
Cayuga @ Lewis,17,Weekdays,Outbound,8:07PM
Cayuga @ Lewis,17,Weekdays,Outbound,8:27PM
Cayuga @ Lewis,17,Weekdays,Outbound,9:19PM
Cayuga @ Lewis,17,Weekdays,Outbound,9:56PM
Cayuga @ Lewis,17,Weekdays,Outbound,9:57PM
Chestnut @ Elm Street,14,Weekdays,Outbound,6:08AM
Chestnut @ Elm Street,14,Weekdays,Inbound,6:42AM
Chestnut @ Elm Street,14,Weekdays,Inbound,7:37AM
Chestnut @ Elm Street,14,Weekdays,Inbound,8:37AM
Chestnut @ Elm Street,14,Weekdays,Outbound,9:08AM
Chestnut @ Elm Street,14,Weekdays,Inbound,9:41AM
Chestnut @ Elm Street,14,Weekdays,Outbound,10:08AM
Chestnut @ Elm Street,14,Weekdays,Inbound,10:41AM
Chestnut @ Elm Street,14,Weekdays,Outbound,11:08AM
Chestnut @ Elm Street,14,Weekdays,Inbound,11:41AM
Chestnut @ Elm Street,14,Weekdays,Outbound,12:08PM
Chestnut @ Elm Street,14,Weekdays,Inbound,12:41PM
Chestnut @ Elm Street,14,Weekdays,Outbound,1:08PM
Chestnut @ Elm Street,14,Weekdays,Inbound,1:41PM
Chestnut @ Elm Street,14,Weekdays,Outbound,2:09PM
Chestnut @ Elm Street,14,Weekdays,Inbound,2:44PM
Chestnut @ Elm Street,14,Weekdays,Outbound,3:09PM
Chestnut @ Elm Street,14,Weekdays,Inbound,3:44PM
Chestnut @ Elm Street,14,Weekdays,Outbound,4:09PM
Chestnut @ Elm Street,14,Weekdays,Outbound,5:09PM
Chestnut @ Elm Street,14,Weekdays,Outbound,6:08PM
Chestnut @ Elm Street,14,Weekdays,Inbound,6:44PM
Chestnut @ Elm Street,14,Weekdays,Outbound,7:08PM
Chestnut @ Elm Street,14,Weekdays,Inbound,7:44PM
Chestnut @ Elm Street,14,Weekdays,Outbound,8:08PM
Chestnut @ Elm Street,14,Weekdays,Inbound,8:44PM
Chestnut @ Elm Street,14,Weekdays,Outbound,9:08PM
Chestnut @ Elm Street,14,Weekdays,Inbound,9:44PM
Chestnut Hill Apartments,14,Weekdays,Outbound,6:08AM
Chestnut Hill Apartments,14,Weekdays,Inbound,6:42AM
Chestnut Hill Apartments,14,Weekdays,Inbound,7:37AM
Chestnut Hill Apartments,14,Weekdays,Inbound,8:37AM
Chestnut Hill Apartments,14,Weekdays,Outbound,9:08AM
Chestnut Hill Apartments,14,Weekdays,Inbound,9:41AM
Chestnut Hill Apartments,14,Weekdays,Outbound,10:08AM
Chestnut Hill Apartments,14,Weekdays,Inbound,10:41AM
Chestnut Hill Apartments,14,Weekdays,Outbound,11:08AM
Chestnut Hill Apartments,14,Weekdays,Inbound,11:41AM
Chestnut Hill Apartments,14,Weekdays,Outbound,12:08PM
Chestnut Hill Apartments,14,Weekdays,Inbound,12:41PM
Chestnut Hill Apartments,14,Weekdays,Outbound,1:08PM
Chestnut Hill Apartments,14,Weekdays,Inbound,1:41PM
Chestnut Hill Apartments,14,Weekdays,Outbound,2:09PM
Chestnut Hill Apartments,14,Weekdays,Inbound,2:44PM
Chestnut Hill Apartments,14,Weekdays,Outbound,3:09PM
Chestnut Hill Apartments,14,Weekdays,Inbound,3:44PM
Chestnut Hill Apartments,14,Weekdays,Outbound,4:09PM
Chestnut Hill Apartments,14,Weekdays,Outbound,5:09PM
Chestnut Hill Apartments,14,Weekdays,Outbound,6:08PM
Chestnut Hill Apartments,14,Weekdays,Inbound,6:44PM
Chestnut Hill Apartments,14,Weekdays,Outbound,7:08PM
Chestnut Hill Apartments,14,Weekdays,Inbound,7:44PM
Chestnut Hill Apartments,14,Weekdays,Outbound,8:08PM
Chestnut Hill Apartments,14,Weekdays,Inbound,8:44PM
Chestnut Hill Apartments,14,Weekdays,Outbound,9:08PM
Chestnut Hill Apartments,14,Weekdays,Inbound,9:44PM
Conifer Village,14,Weekdays,Inbound,6:28AM
Conifer Village,14,Weekdays,Inbound,7:23AM
Conifer Village,14,Weekdays,Inbound,8:23AM
Conifer Village,14,Weekdays,Inbound,9:27AM
Conifer Village,14,Weekdays,Inbound,10:27AM
Conifer Village,14,Weekdays,Inbound,11:27AM
Conifer Village,14,Weekdays,Inbound,12:27PM
Conifer Village,14,Weekdays,Inbound,1:27PM
Conifer Village,14,Weekdays,Outbound,2:20PM
Conifer Village,14,Weekdays,Outbound,3:21PM
Conifer Village,14,Weekdays,Outbound,4:21PM
Conifer Village,14,Weekdays,Outbound,5:21PM
Conifer Village,14,Weekdays,Outbound,6:19PM
Conifer Village,14,Weekdays,Outbound,7:19PM
Conifer Village,14,Weekdays,Outbound,8:19PM
Conifer Village,14,Weekdays,Outbound,9:19PM
Hancock @ Second St.,13,Monday - Friday,Outbound,8:07AM
Hancock @ Second St.,13,Monday - Friday,Outbound,8:41AM
Hancock @ Second St.,13,Monday - Friday,Inbound,8:43AM
Hancock @ Second St.,13,Monday - Friday,Outbound,9:11AM
Hancock @ Second St.,13,Monday - Friday,Inbound,9:39AM
Hancock @ Second St.,13,Monday - Friday,Outbound,10:11AM
Hancock @ Second St.,13,Monday - Friday,Inbound,10:39AM
Hancock @ Second St.,13,Monday - Friday,Outbound,11:11AM
Hancock @ Second St.,13,Monday - Friday,Inbound,11:39AM
Hancock @ Second St.,13,Monday - Friday,Outbound,12:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,12:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,1:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,1:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,2:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,2:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,3:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,3:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,4:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,4:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,5:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,5:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,6:11PM
Hancock @ Second St.,13,Monday - Friday,Inbound,6:39PM
Hancock @ Second St.,13,Monday - Friday,Outbound,7:11PM
Hancock @ First St.,13,Monday - Friday,Outbound,8:07AM
Hancock @ First St.,13,Monday - Friday,Outbound,8:41AM
Hancock @ First St.,13,Monday - Friday,Inbound,8:43AM
Hancock @ First St.,13,Monday - Friday,Outbound,9:11AM
Hancock @ First St.,13,Monday - Friday,Inbound,9:39AM
Hancock @ First St.,13,Monday - Friday,Outbound,10:11AM
Hancock @ First St.,13,Monday - Friday,Inbound,10:39AM
Hancock @ First St.,13,Monday - Friday,Outbound,11:11AM
Hancock @ First St.,13,Monday - Friday,Inbound,11:39AM
Hancock @ First St.,13,Monday - Friday,Outbound,12:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,12:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,1:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,1:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,2:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,2:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,3:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,3:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,4:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,4:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,5:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,5:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,6:11PM
Hancock @ First St.,13,Monday - Friday,Inbound,6:39PM
Hancock @ First St.,13,Monday - Friday,Outbound,7:11PM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,6:40AM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,7:10AM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,7:11AM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,7:41AM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,7:43AM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,8:11AM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,12:05PM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,12:39PM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,3:45PM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,4:14PM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,5:00PM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,5:34PM
Hector (rte 79) @ Sunrise,20,Weekdays,Outbound,6:05PM
Hector (rte 79) @ Sunrise,20,Weekdays,Inbound,6:34PM
Hector St. (413 Hector Street),20,Weekdays,Outbound,6:40AM
Hector St. (413 Hector Street),20,Weekdays,Outbound,7:10AM
Hector St. (413 Hector Street),20,Weekdays,Inbound,7:11AM
Hector St. (413 Hector Street),20,Weekdays,Inbound,7:41AM
Hector St. (413 Hector Street),20,Weekdays,Outbound,7:43AM
Hector St. (413 Hector Street),20,Weekdays,Inbound,8:11AM
Hector St. (413 Hector Street),20,Weekdays,Outbound,12:05PM
Hector St. (413 Hector Street),20,Weekdays,Inbound,12:39PM
Hector St. (413 Hector Street),20,Weekdays,Outbound,3:45PM
Hector St. (413 Hector Street),20,Weekdays,Inbound,4:14PM
Hector St. (413 Hector Street),20,Weekdays,Outbound,5:00PM
Hector St. (413 Hector Street),20,Weekdays,Inbound,5:34PM
Hector St. (413 Hector Street),20,Weekdays,Outbound,6:05PM
Hector St. (413 Hector Street),20,Weekdays,Inbound,6:34PM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,6:40AM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,7:10AM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,7:11AM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,7:41AM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,7:43AM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,8:11AM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,12:05PM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,12:39PM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,3:45PM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,4:14PM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,5:00PM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,5:34PM
Hector (rte 79) @ Oakwood,20,Weekdays,Outbound,6:05PM
Hector (rte 79) @ Oakwood,20,Weekdays,Inbound,6:34PM
Hook @ Haller,14,Weekdays,Outbound,6:12AM
Hook @ Haller,14,Weekdays,Inbound,6:36AM
Hook @ Haller,14,Weekdays,Inbound,7:31AM
Hook @ Haller,14,Weekdays,Inbound,8:31AM
Hook @ Haller,14,Weekdays,Outbound,9:12AM
Hook @ Haller,14,Weekdays,Inbound,9:35AM
Hook @ Haller,14,Weekdays,Outbound,10:12AM
Hook @ Haller,14,Weekdays,Inbound,10:35AM
Hook @ Haller,14,Weekdays,Outbound,11:12AM
Hook @ Haller,14,Weekdays,Inbound,11:35AM
Hook @ Haller,14,Weekdays,Outbound,12:12PM
Hook @ Haller,14,Weekdays,Inbound,12:35PM
Hook @ Haller,14,Weekdays,Outbound,1:12PM
Hook @ Haller,14,Weekdays,Inbound,1:35PM
Hook @ Haller,14,Weekdays,Outbound,2:13PM
Hook @ Haller,14,Weekdays,Outbound,3:14PM
Hook @ Haller,14,Weekdays,Outbound,4:14PM
Hook @ Haller,14,Weekdays,Outbound,5:14PM
Hook @ Haller,14,Weekdays,Outbound,6:12PM
Hook @ Haller,14,Weekdays,Outbound,7:12PM
Hook @ Haller,14,Weekdays,Outbound,8:12PM
Hook @ Haller,14,Weekdays,Outbound,9:12PM
Haller @ Elm,14,Weekdays,Outbound,6:12AM
Haller @ Elm,14,Weekdays,Inbound,6:36AM
Haller @ Elm,14,Weekdays,Inbound,7:31AM
Haller @ Elm,14,Weekdays,Inbound,8:31AM
Haller @ Elm,14,Weekdays,Outbound,9:12AM
Haller @ Elm,14,Weekdays,Inbound,9:35AM
Haller @ Elm,14,Weekdays,Outbound,10:12AM
Haller @ Elm,14,Weekdays,Inbound,10:35AM
Haller @ Elm,14,Weekdays,Outbound,11:12AM
Haller @ Elm,14,Weekdays,Inbound,11:35AM
Haller @ Elm,14,Weekdays,Outbound,12:12PM
Haller @ Elm,14,Weekdays,Inbound,12:35PM
Haller @ Elm,14,Weekdays,Outbound,1:12PM
Haller @ Elm,14,Weekdays,Inbound,1:35PM
Haller @ Elm,14,Weekdays,Outbound,2:13PM
Haller @ Elm,14,Weekdays,Outbound,3:14PM
Haller @ Elm,14,Weekdays,Outbound,4:14PM
Haller @ Elm,14,Weekdays,Outbound,5:14PM
Haller @ Elm,14,Weekdays,Outbound,6:12PM
Haller @ Elm,14,Weekdays,Outbound,7:12PM
Haller @ Elm,14,Weekdays,Outbound,8:12PM
Haller @ Elm,14,Weekdays,Outbound,9:12PM
State @ Albany,14,Weekdays,Inbound,6:48AM
State @ Albany,14,Weekdays,Inbound,7:43AM
State @ Albany,14,Weekdays,Inbound,8:43AM
State @ Albany,14,Weekdays,Inbound,9:45AM
State @ Albany,14,Weekdays,Inbound,10:45AM
State @ Albany,14,Weekdays,Inbound,11:45AM
State @ Albany,14,Weekdays,Inbound,12:45PM
State @ Albany,14,Weekdays,Inbound,1:45PM
State @ Albany,14,Weekdays,Inbound,2:48PM
State @ Albany,14,Weekdays,Inbound,3:48PM
State @ Albany,14,Weekdays,Inbound,4:44PM
State @ Albany,14,Weekdays,Inbound,5:44PM
State @ Albany,14,Weekdays,Inbound,6:48PM
State @ Albany,14,Weekdays,Inbound,7:48PM
State @ Albany,14,Weekdays,Inbound,8:48PM
State @ Albany,14,Weekdays,Inbound,9:48PM
State @ Plain,14,Weekdays,Outbound,6:02AM
State @ Plain,14,Weekdays,Inbound,6:48AM
State @ Plain,14,Weekdays,Outbound,7:02AM
State @ Plain,14,Weekdays,Inbound,7:43AM
State @ Plain,14,Weekdays,Outbound,8:02AM
State @ Plain,14,Weekdays,Inbound,8:43AM
State @ Plain,14,Weekdays,Outbound,9:02AM
State @ Plain,14,Weekdays,Inbound,9:45AM
State @ Plain,14,Weekdays,Outbound,10:02AM
State @ Plain,14,Weekdays,Inbound,10:45AM
State @ Plain,14,Weekdays,Outbound,11:02AM
State @ Plain,14,Weekdays,Inbound,11:45AM
State @ Plain,14,Weekdays,Outbound,12:02PM
State @ Plain,14,Weekdays,Inbound,12:45PM
State @ Plain,14,Weekdays,Outbound,1:02PM
State @ Plain,14,Weekdays,Inbound,1:45PM
State @ Plain,14,Weekdays,Outbound,2:02PM
State @ Plain,14,Weekdays,Inbound,2:48PM
State @ Plain,14,Weekdays,Outbound,3:02PM
State @ Plain,14,Weekdays,Inbound,3:48PM
State @ Plain,14,Weekdays,Outbound,4:02PM
State @ Plain,14,Weekdays,Inbound,4:44PM
State @ Plain,14,Weekdays,Outbound,5:02PM
State @ Plain,14,Weekdays,Inbound,5:44PM
State @ Plain,14,Weekdays,Outbound,6:02PM
State @ Plain,14,Weekdays,Inbound,6:48PM
State @ Plain,14,Weekdays,Outbound,7:02PM
State @ Plain,14,Weekdays,Inbound,7:48PM
State @ Plain,14,Weekdays,Outbound,8:02PM
State @ Plain,14,Weekdays,Inbound,8:48PM
State @ Plain,14,Weekdays,Outbound,9:02PM
State @ Plain,14,Weekdays,Inbound,9:48PM
State @ Meadow,14,Weekdays,Outbound,6:02AM
State @ Meadow,14,Weekdays,Outbound,7:02AM
State @ Meadow,14,Weekdays,Outbound,8:02AM
State @ Meadow,14,Weekdays,Outbound,9:02AM
State @ Meadow,14,Weekdays,Outbound,10:02AM
State @ Meadow,14,Weekdays,Outbound,11:02AM
State @ Meadow,14,Weekdays,Outbound,12:02PM
State @ Meadow,14,Weekdays,Outbound,1:02PM
State @ Meadow,14,Weekdays,Outbound,2:02PM
State @ Meadow,14,Weekdays,Outbound,3:02PM
State @ Meadow,14,Weekdays,Outbound,4:02PM
State @ Meadow,14,Weekdays,Outbound,5:02PM
State @ Meadow,14,Weekdays,Outbound,6:02PM
State @ Meadow,14,Weekdays,Outbound,7:02PM
State @ Meadow,14,Weekdays,Outbound,8:02PM
State @ Meadow,14,Weekdays,Outbound,9:02PM
Lehman Alternative School,14,Weekdays,Outbound,6:08AM
Lehman Alternative School,14,Weekdays,Inbound,6:42AM
Lehman Alternative School,14,Weekdays,Inbound,7:37AM
Lehman Alternative School,14,Weekdays,Inbound,8:37AM
Lehman Alternative School,14,Weekdays,Outbound,9:08AM
Lehman Alternative School,14,Weekdays,Inbound,9:41AM
Lehman Alternative School,14,Weekdays,Outbound,10:08AM
Lehman Alternative School,14,Weekdays,Inbound,10:41AM
Lehman Alternative School,14,Weekdays,Outbound,11:08AM
Lehman Alternative School,14,Weekdays,Inbound,11:41AM
Lehman Alternative School,14,Weekdays,Outbound,12:08PM
Lehman Alternative School,14,Weekdays,Inbound,12:41PM
Lehman Alternative School,14,Weekdays,Outbound,1:08PM
Lehman Alternative School,14,Weekdays,Inbound,1:41PM
Lehman Alternative School,14,Weekdays,Outbound,2:09PM
Lehman Alternative School,14,Weekdays,Inbound,2:44PM
Lehman Alternative School,14,Weekdays,Outbound,3:09PM
Lehman Alternative School,14,Weekdays,Inbound,3:44PM
Lehman Alternative School,14,Weekdays,Outbound,4:09PM
Lehman Alternative School,14,Weekdays,Outbound,5:09PM
Lehman Alternative School,14,Weekdays,Outbound,6:08PM
Lehman Alternative School,14,Weekdays,Inbound,6:44PM
Lehman Alternative School,14,Weekdays,Outbound,7:08PM
Lehman Alternative School,14,Weekdays,Inbound,7:44PM
Lehman Alternative School,14,Weekdays,Outbound,8:08PM
Lehman Alternative School,14,Weekdays,Inbound,8:44PM
Lehman Alternative School,14,Weekdays,Outbound,9:08PM
Lehman Alternative School,14,Weekdays,Inbound,9:44PM
Sunrise @ Hector,14,Weekdays,Outbound,6:08AM
Sunrise @ Hector,14,Weekdays,Inbound,6:42AM
